estacion,fecha,rr,tmx,tmn,tmd,hf,vv,RS
M0001,2018-03-09,0,15.1,7.2,10.3,7.13,7.71,-9999
M0001,2018-03-10,0,16,8.8,10.5,10.12,11.47,-9999
M0001,2018-03-11,0,16.2,8,11.4,1.51,2.08,-9999
M0001,2018-03-12,0,16.4,8.7,11.5,8.57,13.71,-9999
M0001,2018-03-13,0,14,8.6,11.3,1.94,3.83,-9999
M0001,2018-03-14,0,16.8,7.8,11.8,2.07,7.99,-9999
M0001,2018-03-15,1.8,15.9,8,10.9,5.07,5.83,-9999
M0001,2018-03-16,13.8,16.1,7.5,11.4,5.52,6.73,-9999
M0001,2018-03-17,4.4,15,8.7,10.9,8.88,2.44,-9999
M0001,2018-03-18,0.3,17,7.3,11.6,10.48,2.78,-9999
M0001,2018-03-19,1.8,15.6,8.6,10.7,2.25,5.81,-9999
M0001,2018-03-20,3,14.4,7.7,10.7,5.02,5.64,-9999
M0001,2018-03-21,0,15.2,8,11.3,2.67,7.52,-9999
M0001,2018-03-22,6.9,14.3,7.6,10.9,5.02,7.72,-9999
M0001,2018-03-23,1,16.1,8.7,11.5,2.78,16.28,-9999
M0001,2018-03-24,1,15.7,8.9,11.5,10.58,7.99,-9999
M0001,2018-03-25,0.2,16,9,11.3,5.47,15.49,-9999
M0001,2018-03-26,0,16.4,8.3,12.6,9.94,12.08,-9999
M0001,2018-03-27,1.2,17,8.2,11.9,4.93,1.13,-9999
M0001,2018-03-28,15.8,16.8,8.1,11.9,5.95,8.37,-9999
M0001,2018-03-29,0.6,15,8.9,10.4,9.64,8.54,-9999
M0001,2018-03-30,0,13,8.2,9.7,5.82,1.38,-9999
M0001,2018-03-31,0.8,13.2,8.3,9.7,3.17,6.28,-9999
M0001,2018-04-01,5.6,15.3,7.7,9.6,6.69,1.61,-9999
M0001,2018-04-02,0.1,15.7,8.2,10.2,2.72,12.85,-9999
M0001,2018-04-03,0,16.5,7.9,11.9,10.85,4.1,-9999
M0001,2018-04-04,0,15.9,8,11.5,6.93,11.07,-9999
M0001,2018-04-05,0,16.6,7.8,11,2.39,6.49,-9999
M0001,2018-04-06,0,16.4,8.9,11.8,4.56,10.03,-9999
M0001,2018-04-07,0,15.7,8.7,10.6,1.9,13.1,-9999
M0001,2018-04-08,0,14.8,8.5,11,7.32,11.97,-9999
M0001,2018-04-09,0,15.6,9,11,3.19,16.2,-9999
M0001,2018-04-10,13.5,15,7.6,11.5,10.65,15.6,-9999
M0001,2018-04-11,6,14,8.1,10.7,1.38,6.69,-9999
M0001,2018-04-12,19.5,15.5,8.7,11.8,9.63,6.37,-9999
M0001,2018-04-13,0,16.1,7.5,11.5,1.24,1.81,-9999
M0001,2018-04-14,6.8,13.6,8.2,11,2.04,11.17,-9999
M0001,2018-04-15,10.5,15.8,8.2,10.9,9.08,7.22,-9999
M0001,2018-04-16,1.2,14,9,10.7,5.52,13.54,-9999
M0001,2018-04-17,2.2,15,8.6,10.4,7.2,16.18,-9999
M0001,2018-04-18,4,15.1,7.5,11,1.23,6.72,-9999
M0001,2018-04-19,19.7,13.8,7.8,10.7,7.73,15.1,-9999
M0001,2018-04-20,24.6,16.1,6.8,11,3.8,12.61,-9999
M0001,2018-04-21,0,16.4,7,10.9,9.09,10.6,-9999
M0001,2018-04-22,0.1,17,8.6,12.4,10.74,1.15,-9999
M0001,2018-04-23,28.4,16,8.7,11,5.26,8.1,-9999
M0001,2018-04-24,2.6,15.4,8.5,11.2,8.91,1.96,-9999
M0001,2018-04-25,0.9,13.9,8.8,10.5,7.36,13.18,-9999
M0001,2018-04-26,0,16.5,8.2,11.6,4.66,10.72,-9999
M0001,2018-04-27,2.2,16.9,8,11.8,9.19,12.68,-9999
M0001,2018-04-28,2,16.6,7,11.9,1.03,13.26,-9999
M0001,2018-04-29,0.8,16.8,9.5,12.3,7.17,13.86,-9999
M0001,2018-04-30,0,16.1,8.2,11.2,1.11,9.94,-9999
M0001,2018-05-01,4.8,16,8,11.5,2.54,13.57,-9999
M0001,2018-05-02,0,15.3,5.9,11.7,4.08,11.8,-9999
M0001,2018-05-03,0,14.8,7.8,10.9,5.13,15.63,-9999
M0001,2018-05-04,0,15.1,7.8,10.7,1.14,2.56,-9999
M0001,2018-05-05,0,14.6,8,10.6,10.07,3.48,-9999
M0001,2018-05-06,1.6,14.7,7.3,10.7,8.16,14.42,-9999
M0001,2018-05-07,4.1,13.6,8.4,10.5,5.09,8.63,-9999
M0001,2018-05-08,0,14.6,6,10.4,7.66,1.81,-9999
M0001,2018-05-09,0.2,16.2,6,11.5,2.4,5.62,-9999
M0001,2018-05-10,3.6,16.4,7,11.1,1.89,11.38,-9999
M0001,2018-05-11,0,16.2,7.2,11,10.34,6.56,-9999
M0001,2018-05-12,0,15.1,8,10.3,4.53,4.74,-9999
M0001,2018-05-13,0,15.5,7.4,10.7,10.77,3.59,-9999
M0001,2018-05-14,0,13.7,8,9.7,4.56,14,-9999
M0001,2018-05-15,0,13,7.8,10.2,4.17,6.5,-9999
M0001,2018-05-16,0,12.6,7.8,9.7,7.4,11.13,-9999
M0001,2018-05-17,0,12.3,7.6,9.6,6.88,12.33,-9999
M0001,2018-05-18,0,12.5,6.8,9.5,8.47,7.11,-9999
M0001,2018-05-19,3.6,14.8,6.8,10,10.38,13.09,-9999
M0001,2018-05-20,0.8,16.4,5.7,11.4,5.24,5.27,-9999
M0001,2018-05-21,0.2,15.5,5.4,10.5,10.87,3.37,-9999
M0001,2018-05-22,0,15.4,6.2,11.1,6.23,13.97,-9999
M0001,2018-05-23,0,15,6.4,10.2,1.91,7.63,-9999
M0001,2018-05-24,0,15.7,6.9,10.7,1.5,15.25,-9999
M0001,2018-05-25,0,15.8,6.8,10.9,7.02,7.24,-9999
M0001,2018-05-26,0.6,15.4,7.9,10.3,4.17,5.37,-9999
M0001,2018-05-27,0,15.6,7.6,11,10.62,6.7,-9999
M0001,2018-05-28,0,15.5,7.8,11.3,6.72,12.25,-9999
M0001,2018-05-29,0,15.4,7,10.7,4.72,11.42,-9999
M0001,2018-05-30,0,16,8.2,12.4,2.7,1.95,-9999
M0001,2018-05-31,0,15,7.8,10.6,5.04,14.4,-9999
M0001,2018-06-01,0.3,14.8,6.8,10.9,2.45,2.43,-9999
M0001,2018-06-02,0,16,5,11.7,6.73,11.97,-9999
M0001,2018-06-03,3.3,15.5,7,10.9,8.54,12,-9999
M0001,2018-06-04,1.3,15.8,7.2,11.3,10.67,10.57,-9999
M0001,2018-06-05,0,16.1,7.4,11.7,1.6,6.18,-9999
M0001,2018-06-06,6.8,15.8,7.1,10.6,5.83,10.89,-9999
M0001,2018-06-07,6.1,15.4,8,10.5,5.76,1.99,-9999
M0001,2018-06-08,0,14.8,8.2,10.7,3.11,14.32,-9999
M0001,2018-06-09,0.5,16.2,7.5,11.8,1.5,7.23,-9999
M0001,2018-06-10,0,15.2,7.8,10.1,3.96,13.4,-9999
M0001,2018-06-11,0,15.8,7,11.3,7.73,8.73,-9999
M0001,2018-06-12,0,16.4,8,11.3,10.4,12.06,-9999
M0001,2018-06-13,0.6,14.9,7.3,11,6.66,6.64,-9999
M0001,2018-06-14,1.2,15.5,6.5,11.1,1.08,7.32,-9999
M0001,2018-06-15,0,15,6.8,9.3,5.23,3.93,-9999
M0001,2018-06-16,0,12.7,7.9,9.5,5.84,10.64,-9999
M0001,2018-06-17,4.3,16.8,8.2,11.6,4.71,11.66,-9999
M0001,2018-06-18,5.5,15.1,7.7,10.8,2.04,4.23,-9999
M0001,2018-06-19,1.9,15.8,7,10.5,8.92,13.96,-9999
M0001,2018-06-20,0,16,6.2,10,7.27,13.33,-9999
M0001,2018-06-21,0,16.2,7,10.7,7.24,0.89,-9999
M0001,2018-06-22,0,15.6,7.2,11.3,9.1,2.11,-9999
M0001,2018-06-23,0,15.8,6.9,11.2,10.04,8.41,-9999
M0001,2018-06-24,0,16,7,11.2,2.52,7.62,-9999
M0001,2018-06-25,0,14.6,7.6,10.7,8.55,11.62,-9999
M0001,2018-06-26,0,14.7,7.5,10.9,7.68,14.85,-9999
M0001,2018-06-27,0,15,6.2,9.7,7.64,14.46,-9999
M0001,2018-06-28,0,15.5,5,9.5,2.03,6.8,-9999
M0001,2018-06-29,0,15.1,5.5,11,5.37,14.63,-9999
M0001,2018-06-30,0,15.8,6.3,10.6,5.57,4.14,-9999
M0001,2018-07-01,0.5,15.5,7,11,7.74,14.02,-9999
M0001,2018-07-02,0,15.7,7,11.2,4.38,13.56,-9999
M0001,2018-07-03,0,14.7,6.9,10.9,4.22,5.76,-9999
M0001,2018-07-04,0,15.4,8,10.4,4.63,9.08,-9999
M0001,2018-07-05,0,14.9,6.2,9.7,2.81,8.72,-9999
M0001,2018-07-06,0,15.6,6.7,10.9,3.97,3.45,-9999
M0001,2018-07-07,0,15.2,7.5,9.9,1.31,10.92,-9999
M0001,2018-07-08,0,16.5,6.6,10.8,10.62,9.07,-9999
M0001,2018-07-09,7.8,15.7,6.3,10.8,9.54,5.24,-9999
M0001,2018-07-10,0.1,16.2,6.6,11.3,9.91,2.6,-9999
M0001,2018-07-11,0,15.2,6.8,10.4,9.92,11.35,-9999
M0001,2018-07-12,1.9,13.2,7.5,9.1,1.45,16.12,-9999
M0001,2018-07-13,0.5,14.7,6.3,10.4,10.12,1.66,-9999
M0001,2018-07-14,0,15.2,7.1,10.3,5.59,15.62,-9999
M0001,2018-07-15,0,15.8,6,10.8,9.04,7.39,-9999
M0001,2018-07-16,0,16.5,7,11.4,10.33,7.49,-9999
M0001,2018-07-17,0,15.8,6.5,10.6,6.92,12.58,-9999
M0001,2018-07-18,0,17.1,7.2,11.2,10.41,4.07,-9999
M0001,2018-07-19,0,16.9,7,11.3,7.06,11.25,-9999
M0001,2018-07-20,0,14.8,7.2,10.4,2.41,3.43,-9999
M0001,2018-07-21,0,16.5,7.4,11.2,2.45,3.88,-9999
M0001,2018-07-22,0,16.9,5.4,11.3,3.55,11.92,-9999
M0001,2018-07-23,0,17.1,6.7,12.1,1.79,3.57,-9999
M0001,2018-07-24,0,16.8,7.5,10.6,9.09,5.93,-9999
M0001,2018-07-25,0,15,7,10,4.65,2.57,-9999
M0001,2018-07-26,0,16.6,6.9,11.4,6.33,0.81,-9999
M0001,2018-07-27,0,15.8,5.8,11.5,8.56,3.57,-9999
M0001,2018-07-28,0,16.7,6,12.2,10.08,15.23,-9999
M0001,2018-07-29,0,15.6,5.4,10.7,6.78,13.89,-9999
M0001,2018-07-30,0,13.4,6.8,9.2,3.14,12.33,-9999
M0001,2018-07-31,0,14.8,7,10.2,7.85,7.19,-9999
M0001,2018-08-01,0,16.2,7.2,10.4,9.32,7.12,-9999
M0001,2018-08-02,0,16.8,7.7,12.2,1.83,15.36,-9999
M0001,2018-08-03,0,16,7.4,12.1,8.71,8.65,-9999
M0001,2018-08-04,0,16.7,6.8,12.3,4.19,3.2,-9999
M0001,2018-08-05,0,15.7,5.6,11.4,9.86,14.84,-9999
M0001,2018-08-06,0,16,7.2,11.1,5.39,2.54,-9999
M0001,2018-08-07,0,16.5,6.6,11.1,4.04,1.17,-9999
M0001,2018-08-08,0,17.1,6.6,11.3,10.77,1.01,-9999
M0001,2018-08-09,0,16.7,7,11.7,8,7.41,-9999
M0001,2018-08-10,0,16.5,7.6,11.7,7.57,2.11,-9999
M0001,2018-08-11,1.5,20.3,7.5,12.9,2.66,0.82,-9999
M0001,2018-08-12,0,19.2,8,12.1,10.04,16.47,-9999
M0001,2018-08-13,0,19.5,7.4,12.6,10.34,9.4,-9999
M0001,2018-08-14,0,19.8,6.4,13.3,6.63,11.65,-9999
M0001,2018-08-15,0,17.4,6.8,12.5,1.97,14.55,-9999
M0001,2018-08-16,0,16.7,9,11.7,1.58,8.61,-9999
M0001,2018-08-17,0,16.8,8.6,11.3,7.55,5.29,-9999
M0001,2018-08-18,0,17.8,8.6,12,3.42,14.9,-9999
M0001,2018-08-19,0,16.8,8.5,11.6,4.21,4.66,-9999
M0001,2018-08-20,0,12.8,9,10,5.8,2.29,-9999
M0001,2018-08-21,0,16,5,10.8,9.18,8.79,-9999
M0001,2018-08-22,4,15.8,7.7,11.6,1.68,5.44,-9999
M0001,2018-08-23,15,17.6,5.6,12.6,8.32,8.96,-9999
M0001,2018-08-24,0.3,16.8,4.2,10.7,9.46,9.11,-9999
M0001,2018-08-25,0,18.5,8,12.4,7.44,4.87,-9999
M0001,2018-08-26,0,18.7,8.2,11.4,3.7,1.78,-9999
M0001,2018-08-27,0,18,8.1,11.7,10.08,3.12,-9999
M0001,2018-08-28,0,16.4,8,11.4,1.77,13.66,-9999
M0001,2018-08-29,0,17.8,8.2,11.4,9.75,7.17,-9999
M0001,2018-08-30,0,19.4,8.8,11.6,5.24,10.79,-9999
M0001,2018-08-31,0,17.2,8.5,11.6,7.83,13.32,-9999
M0001,2018-09-01,0,17.8,8.6,11.9,9.08,2.51,-9999
M0001,2018-09-02,0,17.2,7,11.8,10.68,2.01,-9999
M0001,2018-09-03,0,18.7,6.2,11.2,8.75,8.4,-9999
M0001,2018-09-04,0,17.9,3.8,12.1,3.86,8.59,-9999
M0001,2018-09-05,0,17.6,7,12.5,6.95,5.76,-9999
M0001,2018-09-06,0,18.6,9.5,12.9,4.54,7.47,-9999
M0001,2018-09-07,0,15.5,8.9,11.1,6.39,12.75,-9999
M0001,2018-09-08,4,16.6,7.9,11.5,5.27,9.03,-9999
M0001,2018-09-09,6.9,17.6,7.7,11.9,8.07,1.05,-9999
M0001,2018-09-10,20.4,15.9,8,11.2,1.01,16.56,-9999
M0001,2018-09-11,6.2,18.5,6.8,11.9,9.64,1.33,-9999
M0001,2018-09-12,2.4,14.8,8.5,10.8,7.06,3.5,-9999
M0001,2018-09-13,2.3,13.5,8.8,10.2,4.46,4.7,-9999
M0001,2018-09-14,0.4,12.2,8.2,9.5,8.98,15.97,-9999
M0001,2018-09-15,0,16.7,7.4,10.3,6.59,9.93,-9999
M0001,2018-09-16,0,17.9,8,12.4,10.71,8.33,-9999
M0001,2018-09-17,0,17.6,8.9,12.1,6.78,13.83,-9999
M0001,2018-09-18,0,16.6,9,11.5,1.49,10.13,-9999
M0001,2018-09-19,0,16.2,9.5,11.7,2.05,8.8,-9999
M0001,2018-09-20,0,17.1,8.8,12,1,14.49,-9999
M0001,2018-09-21,0,15.6,9,10.5,7.62,11.73,-9999
M0001,2018-09-22,0,16.7,8.9,11.9,2.14,1.04,-9999
M0001,2018-09-23,0,15.6,9.4,11.5,10,5.27,-9999
M0001,2018-09-24,1.8,16.3,8.6,11.7,7.32,4.51,-9999
M0001,2018-09-25,0,14,9.4,10.8,9.22,15.59,-9999
M0001,2018-09-26,0,18.3,8.8,11.9,8.24,12.38,-9999
M0001,2018-09-27,0.1,16.5,8.9,10.6,9.69,14.59,-9999
M0001,2018-09-28,0,16.6,9.2,11.7,7.31,13.77,-9999
M0001,2018-09-29,0.8,16.3,9.2,10.5,4.58,13.1,-9999
M0001,2018-09-30,14.4,16.2,9.4,11.7,5.86,16,-9999
M0001,2018-10-01,0.8,17.1,9,12.2,1.44,6.95,-9999
M0001,2018-10-02,23.8,17.6,8.2,12.1,3.58,5.41,-9999
M0001,2018-10-03,2.6,17.2,10,10.7,8.42,11.46,-9999
M0001,2018-10-04,2.6,13.6,9.1,10.9,8.37,5.92,-9999
M0001,2018-10-05,0,13.7,8.3,9.7,10.29,16.16,-9999
M0001,2018-10-06,0,16.3,6.9,9.5,2.12,3.51,-9999
M0001,2018-10-07,2,15.2,7.5,11,10.65,13.2,-9999
M0001,2018-10-08,1.5,12.3,7.9,10.6,5.7,9.54,-9999
M0001,2018-10-09,0,15.8,6.5,11,3.34,8.6,-9999
M0001,2018-10-10,0,17.1,7.2,11.2,10.56,2.05,-9999
M0001,2018-10-11,4,16.9,7,10.9,4.61,14.19,-9999
M0001,2018-10-12,6.9,14.8,7.2,10.4,4.67,9.31,-9999
M0001,2018-10-13,20.4,16.5,7.4,9.7,3.41,13.55,-9999
M0001,2018-10-14,6.2,16.9,5.4,10.9,10.82,6.38,-9999
M0001,2018-10-15,2.4,17.1,6.7,9.9,2.62,12.06,-9999
M0001,2018-10-16,2.3,16.8,7.5,10.8,10.23,12.14,-9999
M0001,2018-10-17,0.4,15,7,10.8,3.8,14.12,-9999
M0001,2018-10-18,0,16.6,6.9,11.3,7.3,4.19,-9999
M0001,2018-10-19,0,15.8,5.8,10.4,2.51,2.76,-9999
M0001,2018-10-20,0,16.7,6,9.1,10.07,14.89,-9999
M0001,2018-10-21,0,15.6,5.4,10.4,3.58,3.15,-9999
M0001,2018-10-22,0,13.4,6.8,10.3,7.2,7.49,-9999
M0001,2018-10-23,0,14.8,7,10.8,5.36,8.74,-9999
M0001,2018-10-24,0,16.2,7.2,11.4,2.58,4.76,-9999
M0001,2018-10-25,0,16.8,7.7,10.6,10.15,8.93,-9999
M0001,2018-10-26,0,16,7.4,11.2,1.54,7.08,-9999
M0001,2018-10-27,1.8,16.7,6.8,11.3,1.39,5.07,-9999
M0001,2018-10-28,0,15.7,5.6,10.4,9.89,10.92,-9999
M0001,2018-10-29,0,16,7.2,11.2,8.74,15.1,-9999
M0001,2018-10-30,0.1,16.5,6.6,11.3,5.89,3.97,-9999
M0001,2018-10-31,0,17.1,6.6,12.1,2.88,14.79,-9999
M0001,2018-11-01,0.8,16.7,7,10.6,6.88,16.59,-9999
M0001,2018-11-02,14.4,16.5,7.6,10,4.34,13.38,-9999
M0001,2018-11-03,0.8,20.3,7.5,11.4,6.17,6.99,-9999
M0001,2018-11-04,23.8,19.2,8,11.5,9.41,0.97,-9999
M0001,2018-11-05,2.6,19.5,7.4,12.2,7.03,1.34,-9999
M0001,2018-11-06,2.6,19.8,6.4,10.7,3.77,10.68,-9999
M0001,2018-11-07,0,17.4,6.8,9.2,2.4,2.61,-9999
M0001,2018-11-08,0,16.7,9,10.2,10.79,15.95,-9999
M0001,2018-11-09,2,16.5,6.5,10.4,2.47,11.65,-9999
M0001,2018-11-10,0,14.9,7.9,10.6,6.2,7.38,-9999
M0001,2018-11-11,0,15,6.7,10.9,8.27,7.59,
M0001,2018-11-12,0,17.1,7.4,11.7,5.82,4.97,
M0001,2018-11-13,10,17.3,7.9,12,9.12,9.54,
M0001,2018-11-14,20.8,18.2,4.3,12.1,8.08,13.99,
M0001,2018-11-15,33.6,15.3,5.6,10.6,6.09,4.92,
M0001,2018-11-16,0,13.3,8.8,10.3,8.61,4.33,
M0001,2018-11-17,0,14.6,7.9,11,9.48,12.73,
M0001,2018-11-18,0,18.3,5,12.4,5.08,13.54,
M0001,2018-11-19,8.3,18.8,6.2,12.8,1.82,5.16,
M0001,2018-11-20,0,18.5,7.8,12.7,6.16,2.03,
M0001,2018-11-21,0.2,17.6,5,12.3,6.75,6.74,
M0001,2018-11-22,0,18.8,4.5,12.6,8.75,1.47,
M0001,2018-11-23,0,15.1,8.3,10.9,5.5,16.08,
M0001,2018-11-24,0,17.8,7,12.7,8.94,7.92,
M0001,2018-11-25,9.3,14.1,8.6,11.2,5.11,9.19,
M0001,2018-11-26,1.9,15.6,8.3,11.4,5.12,15.83,
M0001,2018-11-27,0,17.6,8.7,12.2,9.01,5.46,
M0001,2018-11-28,0,18.9,5,11.6,1.57,7.56,
M0001,2018-11-29,25.8,16,6.5,11.1,4.06,12.82,
M0001,2018-11-30,0,15.8,8.9,11.4,3.83,0.84,
M0001,2018-12-01,0,11.8,8.5,10,9.17,7,
M0001,2018-12-02,0,13.5,7.8,10.2,7.15,9.3,
M0001,2018-12-03,0.7,12.4,7.7,9.5,10.9,13.53,
M0001,2018-12-04,1.2,15.7,6.8,9.8,10.55,11.39,
M0001,2018-12-05,0,16.1,4.7,9.6,3.07,11.75,
M0001,2018-12-06,0,16.1,4.7,9.6,2.9,1.93,
M0001,2018-12-07,2,10.6,6,7.9,3.98,8.95,
M0001,2018-12-08,0,16.8,7.2,11.3,2.39,11.51,
M0001,2018-12-09,0.3,15.8,6,11,9.29,13.87,
M0001,2018-12-10,0.5,16.9,6,10.9,10.75,5.04,
M0001,2018-12-11,0,14.4,6.2,10.1,5.19,15.95,
M0001,2018-12-12,1.8,17.2,3.9,10.2,3.07,11.43,
M0001,2018-12-13,13,16.9,5,9.9,4.41,14.53,
M0001,2018-12-14,13,17,7,10.3,9.3,14.64,
M0001,2018-12-15,0.8,16.4,7,11.2,4.78,4.23,
M0001,2018-12-16,0,16.3,6.5,11,10.58,14.37,
M0001,2018-12-17,0.1,17.5,5.4,11.5,7.7,8.82,
M0001,2018-12-18,0,15.7,7.6,10.4,3.85,1.33,
M0001,2018-12-19,5.2,13.9,3.4,10.4,9.47,13.16,
M0001,2018-12-20,4.8,14,4.5,8.9,2.93,5.22,
M0001,2018-12-21,0,10.9,7.7,9.3,6.42,10.03,
M0001,2018-12-22,0,16.5,7.1,11.2,6.22,6.31,
M0001,2018-12-23,0,13.8,7.7,10.4,6.83,7.43,
M0001,2018-12-24,1.4,13.1,7.9,9.4,2.98,10.71,
M0001,2018-12-25,2.7,13.7,8.3,10.4,5.63,14.94,
M0001,2018-12-26,0.8,13,7.7,9.7,6.12,1.99,
M0001,2018-12-27,0.6,14.4,8,10.7,9.9,12.64,
M0001,2018-12-28,0,16.1,6.7,11.1,7.53,14.18,
M0001,2018-12-29,0,16,6.7,11.1,6.7,12.6,
M0001,2018-12-30,0.2,15.2,6,10.8,5.07,16.44,
M0001,2018-12-31,9.3,16.4,6.8,11.2,5.01,3.32,
